20130404a.txt,"['at that time i spoke about the implementation of monetary policy and how crucial effective communication is to that implementation', 'effective communication in monetary policy is more important than ever and i have little doubt that my current and former colleagues will provide you with insights about the federal reserves ongoing efforts to achieve the goals that the congress has given us maximum employment and price stability']"
barr20220907a.txt,"['a merged institution may be able to provide more competitive products and services but it could also have the potential to reduce competition and access to financial services in a geographic area by raising prices narrowing the range of services offered and reducing the supply of small business or community development loans that rely on local knowledge', 'as we have seen with the growth of crypto assets in a rapidly rising and volatile market participants may come to believe that they understand new products only to learn that they dont and then suffer significant losses']"
barr20221201a.txt,"['it took six years for employment to recover during which longterm unemployment ran for long periods at a record high and more than  million people fell into poverty', 'we have strong capital levels today and generally higher bank capital requirements in the united states after the doddfrank act have corresponded with healthy economic growth and have supported the competitiveness of u.s. firms in the global economy', 'for instance we recently saw how exposure to interest rate risk at a set of leveraged pension funds in the united kingdom coupled with unprecedented large movements in rates caused significant disruptions to the gilt market', 'monetary policy and bank equity values in a time of low and negative interest rates', 'brookings papers on economic activity', 'why bank capital matters for monetary policy', 'brookings papers on economic activity']"
barr20230207a.txt,"['historically these neighborhoods have not had the benefit of robust credit and financial services which hindered their growth and left them less economically connected than wealthier neighborhoods', 'violence and economic activity evidence from african american patents  to   j. of econ growth']"
barr20230309a.txt,"['new products often develop slowly at first while market participants are unsure of their value or their risks but excitement and enthusiasm can then lead to rapid growth and new products flood the market as a result', 'stablecoin issuers represent that their liabilities can be redeemed on demand at par a dollar for a dollar']"
barr20230710a.txt,"['i will be pursuing further changes to regulation and supervision in response to the recent banking stress including how we regulate and supervise liquidity interest rate risk and incentive compensation as well as improving the speed agility and force of the federal reserves supervision', 'second for a firms trading activities the proposed rules would adjust the way that the firm measures market risk which is the risk of loss from movements in market prices such as interest rate equity price foreign exchange and commodities risk', 'furthermore banks that were required to reflect unrealized losses on afs securities in regulatory capital managed their interest rate risk more carefully suggesting that the requirement to include gains and losses on afs securities in regulatory capital leads to stronger risk management as well', 'while this increase in requirements could lead to some changes in bank activities the benefits of making the financial system more resilient to stresses that could otherwise impair growth are greater']"
barr20230908a.txt,"['there is a demand for faster payments and the fed has recognized that todays households and businesses would benefit from ready availability of funds x', 'efforts by banks to meet the demands of their customers will support more robust offerings and i look forward to engaging with banks about how they could be advancing financial inclusion objectives with faster payments services', 'if nonfederally regulated stablecoins were to become a widespread means of payment and store of value they could pose significant risks to financial stability monetary policy and the u.s. payments system']"
barr20231002a.txt,"['in particular ill focus on the interaction of monetary policy and financial stability policy', 'views on monetary policy and current conditions first my views on current monetary policy', 'i am squarely focused on our dual mandate to promote maximum employment and stable prices for the american people', 'i strongly agree with the point that chair powell has made often which is that without price stability the economy does not work for anyone', 'price stability is crucial to achieving a sustained period of strong labor market conditions that benefit all', 'i joined the fomc last year at a time when the headline cpi inflation was peaking at about  percent and we had begun our policy response', 'in august the month change in cpi inflation was about  percent', 'our strong measures have ensured that inflation expectations remain well anchored', 'while inflation has been moderating incoming data on economic activity have shown considerably more resilience than i had expected', 'i now see a higher probability than i did previously of the u.s. economy achieving a return to price stability without the degree of job losses that have typically accompanied significant monetary policy tightening cycles', 'of course the labor market is tight and the data show that employment continued to expand through august but incoming data also suggest we are making progress on bringing labor demand and supply back into better balance', 'job growth has moderated while labor force participation has continued to improve', 'my baseline projection is for real gdp growth to moderate to somewhat below its potential rate over the next year as restrictive monetary policy and tighter financial conditions restrain economic activity and i expect this belowtrend growth will be associated with some further softening in the labor market', 'there is a robust debate about the lags of monetary policy transmission how long it takes for past tightening to come into full effect', 'given how far we have come we are now at a point where we can proceed carefully as we determine the extent of monetary policy restriction that is needed', 'monetary policy and financial stability now let me turn to my focus today which is the interaction of monetary policy and financial stability', 'monetary policy affects the cost and quantity of credit in the economy usually in a broadbased and gradual fashion', 'both forces have an effect on economic activity as the flow of credit to businesses and households is crucial for spending hiring and production underpinning economic growth', 'for much of our subsequent history however the federal reserve tended to consider financial stability and monetary policy separately', 'financial stability considerations in a lowrate environment after the global financial crisis the federal reserve kept interest rates low for years to revive a badly damaged economy', 'researchers market participants and policymakers took note of the potential for very low interest rates to encourage investors to reach for yieldthat is to take increased risk in pursuing higher returns on their investments', 'this behavior can include taking on increased interest rate credit and liquidity risk', 'in some ways investor reach for yield is an indication that monetary policy is helping stimulate economic activity', 'as a result more people get jobs as economic activity increases', 'but in that environment of record low interest rates and with the ravages of the financial crisis a fresh memory people rightly wondered whether the incentive to reach for yield would drive excessive risktaking leading to a buildup in vulnerabilities that could ultimately threaten the stability of the financial system and the economy', 'were those risks so considerable that financial stability concerns should be taken into consideration in making monetary policy decisions', 'indeed as thengovernor jeremy stein famously pointed out monetary policy gets in all the cracks and therefore could push back against excessive risktaking not only in banks but across the financial system', 'financial stability consideration of moving from low rates to rising rates the pandemic resulted in an unprecedented mismatch between demand and supply both here and abroad and these forces were the initial impetus for high inflation', 'the shift from an environment of generally low and slowly adjusting rates to the rapid and nearsimultaneous tightening of monetary policy around the world that began last year set the stage for additional stresses in the financial system', 'here in the united states starting in  the fomc began a period of rapid and substantial increases in the federal funds target range to combat inflation that was much too high', 'while most banks were well positioned to handle rate increases higher interest rates had a severe effect on the balance sheets of banks that had not managed their interest rate risk appropriately', 'indeed one recent study looked at data for  countries over  years and found that episodes of bank stress are frequently followed by significant drops in bank lending and economic activity that persist for many years', 'despite the effectiveness of our response to the march stress events the question again arose whether monetary policy goals were in conflict with financial stability', 'given these historical experiences i think it is particularly important that we watch closely how both monetary policy and the effects of the march banking stress are affecting bank behavior and the provision of credit to the economy', 'and core loan growth appears to be relatively stagnant in banks of all sizes', 'while low loan growth can be explained in part by weaker demand for loans in response to higher costs of credit it is also driven in part by banks tightening their standards as they reported they were doing in the past several releases of the senior loan officer opinion survey on bank lending practices', 'a stable financial system is a necessary condition for sustainably achieving the fomcs monetary policy goals of maximum employment and stable prices', 'the safety and soundness of the banking sector is paramount in achieving both our monetary policy and financial stability goals', 'and third there is some evidence that monetary policy can affect financial vulnerabilities', 'while there is some agreement among researchers about how monetary policy can affect the accumulation of financial vulnerabilities there is more debate about whether monetary policy decisionmaking should be affected by concerns about financial stability', 'one view is that there is often a discernable tradeoff between the objectives of monetary policy and financial stability and that monetary policy decisions should consider the consequences for the stability of the financial system', 'another view is that there should be a strict separation of monetary policy and financial stability policy', 'for example ben bernanke don kohn and lars svensson among others have argued that the likely costs of using monetary policy to address financial stability risks outweigh the benefits', 'monetary policy is a blunt tool affecting every individual investor and business', 'correctly calibrating monetary policy to target a financial vulnerability specific to one part of the financial system is likely not possible', 'moreover a monetary policy response even to a broadbased search for yield might require an increase in rates so large that it causes broadbased economic harm', 'in addition if a segment of the financial system comes under stress but does not affect broader credit conditions easing funding costs to the entire economy through monetary policy may not be appropriate', 'if financial stress is so large that it causes a macroeconomic downturn then monetary policy and financial stability policy are well aligned and the objective function can be clearly defined as restoring economic growth', 'therefore monetary policymakers are generally best served by focusing squarely on their macroeconomic objectives', 'turning back to the svb example the bank failed because of a textbook case of mismanagement particularly of interest rate and liquidity risk', 'monetary policy cannot be indifferent to financial stability risks', 'when financial stability events materialize they can significantly affect both the price and quantity of credit to the economy', 'at that point financial stability problems become a monetary policy concern as they can adversely affect the flow of credit to households and businesses as well as depress economic activity', 'as i mentioned earlier in its deliberations about monetary policy the fomc considers how credit conditions are affecting the economy', 'but we can expect that the economy remains vulnerable to unanticipated shocks that affect both financial stability and economic growth', 'concluding thoughts on federal reserve liquidity provision i would like to wrap up my thoughts today by discussing one of the federal reserves oldest tools of both monetary policy and financial stability the discount window', 'in conclusion monetary policy needs to be cognizant of the risks that financial stress can lead to abrupt changes in the price and quantity of credit and thus can cause significant harm to the real economy', 'at the same time focusing monetary policy decisions on macroeconomic objectives and using other tools for financial stability is likely the most prudent path']"
barr20231009a.txt,"['it took six years for employment to recover during which time longterm unemployment ran for long periods at a record high and more than  million people fell into poverty', 'while estimates vary widely the cumulative loss in economic activity is consistently estimated to lie above  percent of annual gdpand in some estimates up to  percent of gdp']"
barr20231019a.txt,"['most notably the federal reserves stress testing policy statementwhich governs how the hypothetical scenarios are determinedrequires that the severely adverse scenario include a rapid increase in the unemployment rate to at least  percent as well as steep declines in house prices', 'such conditions are historically associated with subdued inflation and a fall in interest rates', 'for example instead of the usual demanddriven recession a scenario could explore the impact of an inflationary shock to supply', 'as compared to the global market shock the exploratory market shock was characterized by a less severe recession with greater inflationary pressures', 'this is valuable information to us and the public since it suggests that these banks trading and counterparty exposures may not be an unexpected source of vulnerability during a rising inflation scenario although that test did not explore the effects of unrealized losses from interest rate risk']"
